id,listing_date,neighborhood,price,sqm,rooms,bedrooms,bathrooms,floor,elevator,furnishing,heating,energy_class,year_built,nearest_metro,condo_fees,deposit_months,contract_type,description
ML-2025-01728,20 January 2025,Lorenteggio,750,62,3,2,1,ground floor,False,partly furnished,autonomous,G,1931.0,,120.0,1,temporary,"Two-bedroom, in historic building."
ML-2025-01470,27/01/2025,Affori,1200,114,4,3,2,2,False,unfurnished,Heat pump,,1970.0,M3,320.0,1,student,"Large apartment, near metro M3."
ML-2025-02081,2025-02-09,Centro Storico,950,34,1,1,1,2,False,furnished,autonomous,G,1932.0,M1,90.0,3,3+2,"Studio, in historic building, near metro M1."
ML-2025-02498,13/01/2025,Quarto Oggiaro,1150,86,5,4,1,4,True,furnished,AUTONOMOUS,A,2013.0,M3,,2,4+4,"Apartment, recently built, with elevator, near metro M3."
ML-2025-00770,2024-12-10,Greco,1600,130,5,4,2,4,True,unfurnished,central,B,2022.0,M1,60.0,2,4+4,"Large apartment, recently built, with elevator, near metro M1."
ML-2025-01367,2025-03-18,Lambrate,€ 700,43 sqm,2,1,1,5th,True,furnished,central,G,1905.0,M2,,2,3+2,"One-bedroom, in historic building, with elevator, near metro M2."
ML-2025-00346,2 November 2024,Bicocca,950,61,3,2,1,2,True,partly furnished,CENTR.,E,1991.0,M5,130.0,3,4+4,"Two-bedroom, with elevator, near metro M5."
ML-2025-00400,2025-02-05,Affori,500,38,2,1,1,3th,True,Furnished,heat pump,F,1988.0,M3,200.0,1,temporary,"Studio, with elevator, near metro M3."
ML-2025-02478,2025-02-14,Affori,1200,81,5,4,1,7th,True,partly furnished,autonomous,A2,2020.0,M3,150.0,3,3+2,"Apartment, recently built, with elevator, near metro M3."
ML-2025-00969,2024-10-06,Bocconi,2750,94,3,2,1,0,True,furnished,central,D,2001.0,M3,50.0,2,4+4,"Two-bedroom, with elevator, near metro M3."
ML-2025-01518,2024-11-05,Baggio,1200,116,4,3,2,2,False,unfurnished,autonomous,,1941.0,,200.0,2,4+4,
ML-2025-01200,11/03/2025,Porta Romana,2100,80,3,2,2,5th,True,furnished,centr.,,1973.0,M3,150.0,3,4+4,"Two-bedroom, with elevator, near metro M3."
ML-2025-00948,01/26/2025,Baggio,1500,110,5,4,2,5th,True,partly furnished,heat pump,,2001.0,,110.0,1,temporary,"Large apartment, with elevator."
ML-2025-01808,2024-12-22,Magenta,1600,53,2,2,1,4th,True,Furnished,autonomous,E,1993.0,M2,90.0,1,student,"One-bedroom, with elevator, near metro M2."
ML-2025-01345,2024-12-07,De Angeli,2100,82,3,2,1,3,True,partly furnished,AUTONOMOUS,A,2015.0,M1,60.0,1,student,"Two-bedroom, recently built, with elevator, near metro M1."
ML-2025-01341,2024-11-10,Navigli,1600,72,3,2,1,1,False,partly furnished,autonomous,F,1963.0,M2,190.0,3,3+2,"Two-bedroom, near metro M2."
ML-2025-02045,18/12/2024,Quarto Oggiaro,200,22,1,1,1,3,True,partly furnished,central,C,2010.0,M3,230.0,1,temporary,"Studio, with elevator, near metro M3."
ML-2025-00800,2025-02-25,Corvetto,750,48,3,2,1,4,True,FURNISHED,central,F,,M3,150.0,3,3+2,"Two-bedroom, in historic building, with elevator, near metro M3."
ML-2025-00879,2024-12-01,Centro Storico,2250,75,3,2,2,6,True,partly furnished,autonomous,,1994.0,M3,70.0,2,3+2,"Two-bedroom, with elevator, near metro M3."
ML-2025-00745,2024-12-13,Navigli,1550,70,4,3,2,5,True,unfurnished,autonomous,,1907.0,M2,240.0,1,student,"Apartment, in historic building, with elevator, near metro M2."
ML-2025-01061,2024-11-10,Quarto Oggiaro,550,56,2,1,1,5,True,Unfurnished,autonomous,,1995.0,M3,130.0,1,temporary,"One-bedroom, with elevator, near metro M3."
ML-2025-00654,02/12/2024,De Angeli,1950,87,4,3,2,2,True,furnished,central,G,1942.0,M1,70.0,1,student,"Apartment, in historic building, with elevator, near metro M1."
ML-2025-00066,2024-11-14,Bocconi,2550,109,5,4,2,G,True,partly furnished,AUTONOMOUS,,1994.0,M3,60.0,2,3+2,"Large apartment, with elevator, near metro M3."
ML-2025-02294,2025-02-28,Città Studi,2350,100,3,3,1,1st,True,partly furnished,autonomous,C,2007.0,M2,60.0,3,4+4,"Two-bedroom, with elevator, near metro M2."
ML-2025-00434,2024-12-15,Porta Venezia,€ 850,37 sqm,3,2,1,6th,True,unfurnished,autonomous,C,2011.0,M1,,2,4+4,"Studio, recently built, with elevator, near metro M1."
ML-2025-01077,01/14/2025,Tortona,650,45,2,1,1,1,False,unfurnished,central,G,1904.0,M2,240.0,2,4+4,"One-bedroom, in historic building, near metro M2."
ML-2025-01173,2025-02-20,Bicocca,1300,67,3,2,2,6,True,furnished,autonomous,,1989.0,M5,190.0,1,student,"Two-bedroom, with elevator, near metro M5."
ML-2025-01350,2025-02-24,Brera,2300,79,2,1,1,2th,False,unfurnished,central,F,1961.0,M3,140.0,2,3+2,"One-bedroom, near metro M3."
ML-2025-01522,2024-11-14,Corvetto,750,64,3,2,2,2,True,furnished,autonomous,G,1933.0,M3,140.0,3,4+4,"Two-bedroom, in historic building, with elevator, near metro M3."
ML-2025-00201,12/15/2024,Bicocca,1800,81,4,3,2,3th,True,furnished,autonomous,,1996.0,M5,50.0,2,3+2,"Apartment, with elevator, near metro M5."
ML-2025-01825,29/03/2025,Zone Bicocca,1800,75,3,2,2,1st,True,furnished,central,A1,2020.0,M5,140.0,2,4+4,"Two-bedroom, recently built, with elevator, near metro M5."
ML-2025-02422,2024-10-04,Centro Storico,2400,72,3,2,2,7th,True,Unfurnished,autonomous,B,2021.0,M3,160.0,1,student,"Two-bedroom, recently built, with elevator, near metro M3."
ML-2025-00271,2025-01-10,Greco,450,30,1,1,1,1,True,partly furnished,autonomous,A,2021.0,M1,60.0,2,3+2,"Studio, recently built, with elevator, near metro M1."
ML-2025-00735,2024-11-23,Porta Garibaldi,2750,102,5,4,1,ground,True,furnished,CENTR.,C,2000.0,M5,70.0,2,4+4,"Large apartment, with elevator, near metro M5."
ML-2025-01747,25/11/2024,Centro Storico,2750,79,3,3,1,1st,False,furnished,autonomous,F,1960.0,M3,290.0,2,4+4,"Two-bedroom, near metro M3."
ML-2025-01007,02/03/2025,Lambrate,650,32,1,1,1,2,True,furnished,autonomous,D,1986.0,M2,70.0,2,3+2,"Studio, with elevator, near metro M2."
ML-2025-02395,12/09/2024,Baggio,800,73,2,1,1,8,True,partly furnished,autonomous,C,1994.0,,,3,3+2,
ML-2025-01488,2025-01-12,Lambrate,950,56,3,2,1,4,True,furnished,autonomous,G,1960.0,M2,100.0,3,4+4,"Two-bedroom, with elevator, near metro M2."
ML-2025-00343,2025-03-16,Magenta,4050,148,4,3,2,1st,True,partly furnished,autonomous,,1019.0,M1,120.0,2,4+4,"Large apartment, with elevator, near metro M1."
ML-2025-01464,22/01/2025,Bicocca,2000,102,4,3,2,3,True,furnished,central,B,2019.0,M5,130.0,3,3+2,"Large apartment, recently built, with elevator, near metro M5."
ML-2025-01403,19 March 2025,Brera,1600,50,2,1,1,3th,True,furnished,autonomous,,1930.0,M2,290.0,2,3+2,"One-bedroom, in historic building, with elevator, near metro M2."
ML-2025-02055,11/10/2024,Quarto Oggiaro,600,55,2,1,1,3,True,partly furnished,central,,1963.0,M3,,3,4+4,"One-bedroom, with elevator, near metro M3."
ML-2025-01823,10/02/2025,Bicocca,€ 1000,80 sqm,3,2,1,4,True,unfurnished,autonomous,,1923.0,M5,,3,4+4,"Two-bedroom, in historic building, with elevator, near metro M5."
ML-2025-00788,21/10/2024,NoLo,1500,61,3,2,2,8,True,furnished,Central,A,2022.0,M2,140.0,1,temporary,"Two-bedroom, recently built, with elevator, near metro M2."
ML-2025-02458,2025-01-15,Bicocca,500,27,1,1,1,8th,True,furnished,autonomous,E,1999.0,M5,190.0,3,3+2,
ML-2025-00699,12/10/2024,Porta Romana,950,41,2,1,1,4,True,furnished,central,,1950.0,M3,230.0,2,4+4,"One-bedroom, with elevator, near metro M3."
ML-2025-01690,2024-11-03,Affori,1400,83,3,2,2,8,True,furnished,central,B,2009.0,M3,120.0,1,temporary,
ML-2025-01702,03/01/2025,NoLo,1100,75,3,2,1,2th,False,partly furnished,central,F,1951.0,M2,180.0,2,3+2,"Two-bedroom, near metro M2."
ML-2025-00881,10/13/2024,Navigli,3350,120,5,4,2,7,True,furnished,autonomous,,2002.0,M2,60.0,2,3+2,"Large apartment, with elevator, near metro M2."
ML-2025-02167,2025-03-31,Bicocca,750,49,2,2,1,1,False,partly furnished,AUTONOMOUS,F,1944.0,M5,210.0,1,student,"One-bedroom, in historic building, near metro M5."
ML-2025-01243,10/29/2024,Affori,650,45,1,1,1,0,False,furnished,central,G,1916.0,M3,190.0,1,temporary,"Apartment, in historic building, near metro M3."
ML-2025-00291,2025-01-30,Centro Storico,1050,37,2,1,1,4th,True,unfurnished,central,C,2006.0,M3,110.0,3,4+4,"Studio, with elevator, near metro M3."
ML-2025-01184,25/12/2024,Corvetto,1100,80,5,4,2,2,True,furnished,autonomous,,2000.0,M3,230.0,1,temporary,
ML-2025-01885,12/11/2024,Magenta,2900,103,3,2,1,4th,True,furnished,autonomous,,,M1,150.0,2,4+4,"Large apartment, in historic building, with elevator, near metro M1."
ML-2025-00567,2024-11-23,Tortona,3400,151,5,4,2,4,True,furnished,autonomous,F,1940.0,M2,90.0,2,4+4,"Large apartment, in historic building, with elevator, near metro M2."
ML-2025-00018,2025-02-10,Bocconi,1850,78,2,1,2,3th,False,furnished,central,F,1939.0,M3,310.0,1,student,
ML-2025-01062,2024-10-19,Lorenteggio,1600,105,4,3,2,2th,False,furnished,central,F,1971.0,,250.0,1,student,Large apartment.
ML-2025-01423,2025-03-27,Brera,3650,103,5,4,2,3,False,furnished,central,G,1912.0,M2,80.0,3,3+2,"Large apartment, in historic building, near metro M2."
ML-2025-00252,2024-11-11,Tortona,900,55,3,2,1,2,False,partly furnished,central,G,1967.0,M2,,3,4+4,"Two-bedroom, near metro M2."
ML-2025-00978,2025-03-29,Brera,1750,56,3,3,1,4th,True,unfurnished,heat pump,F,1920.0,M2,170.0,2,4+4,"Two-bedroom, in historic building, with elevator, near metro M2."
ML-2025-01241,02/08/2025,Quarto Oggiaro,750,72,3,2,2,4,True,partly furnished,autonomous,,1900.0,M3,320.0,3,4+4,"Two-bedroom, in historic building, with elevator, near metro M3."
ML-2025-00086,2024-12-14,Porta Garibaldi,1800,66,4,3,2,ground,True,unfurnished,autonomous,D,2008.0,M2,120.0,3,4+4,"Apartment, with elevator, near metro M2."
ML-2025-01565,2025-03-12,Greco,700,61,2,1,1,7th,True,unfurnished,centr.,,1993.0,,90.0,3,4+4,"One-bedroom, with elevator, near metro M1."
ML-2025-01333,12/13/2024,Navigli,950,41,2,1,1,4,True,partly,autonomous,A,2012.0,M2,70.0,1,student,
ML-2025-02226,2025-02-24,Città Studi,950,50,2,1,1,5th,True,furnished,central,,1924.0,M2,250.0,2,4+4,"One-bedroom, in historic building, with elevator, near metro M2."
ML-2025-00631,2024-11-15,Lambrate,1350,65,3,3,2,4th,True,furnished,autonomous,A,2010.0,M2,80.0,2,3+2,"Two-bedroom, with elevator, near metro M2."
ML-2025-00537,2024-10-09,Quarto Oggiaro,900,91,4,3,2,8th,True,unfurnished,autonomous,E,1994.0,,230.0,1,temporary,"Apartment, with elevator, near metro M3."
ML-2025-01734,2025-02-22,NoLo,1100,58,3,2,1,2,True,FURNISHED,central,,1961.0,M2,150.0,3,3+2,"Two-bedroom, with elevator, near metro M2."
ML-2025-02058,21/02/2025,NoLo,1300,64,2,1,2,7,True,partly furnished,central,E,1992.0,M1,190.0,3,4+4,"One-bedroom, with elevator, near metro M1."
ML-2025-01355,23/02/2025,Città Studi,1450,65,4,3,2,2,True,unfurnished,autonomous,C,2002.0,M2,150.0,1,student,"Apartment, with elevator, near metro M2."
ML-2025-00181,2025-02-12,Porta Garibaldi,1750,71,3,2,1,2,True,furnished,autonomous,C,2013.0,M2,160.0,2,3+2,"Two-bedroom, recently built, with elevator, near metro M2."
ML-2025-01295,05/12/2024,Greco,800,46,2,2,1,4,True,furnished,central,D,2005.0,M1,220.0,2,4+4,"One-bedroom, with elevator, near metro M1."
ML-2025-02214,2025-02-14,Lorenteggio,900,81,3,2,2,1,False,unfurnished,central,,1904.0,,90.0,2,3+2,"Two-bedroom, in historic building."
ML-2025-02404,2024-12-08,Isola,3650,154,4,3,2,2,False,partly furnished,centr.,,1977.0,M5,280.0,3,3+2,"Large apartment, near metro M5."
ML-2025-01540,2024-10-21,Bocconi,1250,51,2,1,1,4,True,unfurnished,Autonomous,C,2011.0,M3,,3,3+2,"One-bedroom, recently built, with elevator, near metro M3."
ML-2025-00693,03/01/2025,Città Studi,1150,51,2,1,1,3,True,furnished,autonomous,,1956.0,M2,240.0,3,4+4,"One-bedroom, with elevator, near metro M2."
ML-2025-01412,2024-11-17,Porta Venezia,3250,137,5,4,2,4th,True,partly furnished, autonomous,G,1957.0,M1,300.0,3,4+4,"Large apartment, with elevator, near metro M1."
ML-2025-02328,2025-01-08,Centro Storico,2850,84,4,4,1,2,True,partly furnished,autonomous ,E,1995.0,M3,80.0,1,student,
ML-2025-00664,2025-01-14,Navigli,1150,47,2,1,1,ground,True,unfurnished,autonomous,,1983.0,M2,180.0,2,3+2,"One-bedroom, with elevator, near metro M2."
ML-2025-02104,2024-12-03,lambrate,750,51,3,2,1,4th,True,furnished,central,G,1966.0,M2,230.0,1,temporary,"Two-bedroom, with elevator, near metro M2."
ML-2025-02126,13/01/2025,Lambrate,1050,68,3,2,1,2th,False,furnished,autonomous ,E,1960.0,M2,320.0,1,temporary,"Two-bedroom, near metro M2."
ML-2025-02406,11/03/2025,Sempione,1150,67,3,2,2,3,False,unfurnished,central,G,1936.0,M1,260.0,3,4+4,"Two-bedroom, in historic building, near metro M1."
ML-2025-00737,04/01/2025,Tortona,2250,85,3,2,2,5,True,furnished,central,A1,2019.0,M2,240.0,1,student,"Two-bedroom, recently built, with elevator, near metro M2."
ML-2025-02036,2024-11-21,Porta Garibaldi,1550,58,3,2,1,6,True,furnished,central,F,1983.0,M5,110.0,3,4+4,
ML-2025-01913,2024-12-12,Lorenteggio,650,49,2,1,1,3th,True,furnished,central,,1945.0,,120.0,1,student,"One-bedroom, in historic building, with elevator."
ML-2025-01075,2024-12-18,Lorenteggio,700,58,3,2,1,2th,True,furnished,autonomous,,1945.0,,230.0,3,4+4,"Two-bedroom, in historic building, with elevator."
ML-2025-02412,16/03/2025,Porta Romana,1650,70,4,3,1,GF,False,unfurnished,central,,1976.0,M3,230.0,3,4+4,"Apartment, near metro M3."
ML-2025-02488,2025-01-04,Quarto Oggiaro,€ 1300,121,4,3,2,4th,True,furnished,CENTR.,,2003.0,M3,,1,temporary,"Large apartment, with elevator, near metro M3."
ML-2025-00104,2024-11-22,Città Studi,1000,52,3,2,1,2,True,PARTLY,central,F,1973.0,M2,310.0,3,4+4,"Two-bedroom, with elevator, near metro M2."
ML-2025-01968,11/11/2024,Porta Garibaldi,€ 2300,71 sqm,2,1,2,4,True,furnished,autonomous,E,1992.0,M5,,2,4+4,"One-bedroom, with elevator, near metro M5."
ML-2025-00909,2024-10-19,Navigli,850,51,2,1,1,3,False,unfurnished,central,F,1976.0,M2,290.0,2,4+4,"One-bedroom, near metro M2."
ML-2025-01256,2025-01-20,NoLo,1150,54,2,2,1,8,True,FURNISHED,central,E,1990.0,M1,90.0,2,4+4,"One-bedroom, with elevator, near metro M1."
ML-2025-02469,03/11/2024,Città Studi,700,32,1,1,1,2,True,partly furnished,autonomous,,1905.0,M2,260.0,2,3+2,"Studio, in historic building, with elevator, near metro M2."
ML-2025-02472,02/01/2025,Lorenteggio,800,53,2,1,1,2th,True,furnished,autonomous,,1940.0,,210.0,3,3+2,"One-bedroom, in historic building, with elevator."
ML-2025-01886,2024-11-04,Città Studi,1500,55,4,3,1,2,True,furnished,autonomous,,1981.0,M2,110.0,2,4+4,"Apartment, with elevator, near metro M2."
ML-2025-00584,19/11/2024,Porta Garibaldi,1750,79,3,3,1,7,True,unfurnished,central,D,1994.0,M2,160.0,2,4+4,
ML-2025-01330,22 October 2024,Città Studi,450,24,1,1,1,8,True,unfurnished,autonomous,,1984.0,M2,190.0,1,temporary,"Studio, with elevator, near metro M2."
ML-2025-01633,2024-12-22,Lambrate,1750,110,5,4,2,3,True,unfurnished,autonomous,B,2020.0,M2,80.0,2,4+4,"Large apartment, recently built, with elevator, near metro M2."
ML-2025-00128,22/03/2025,Quarto Oggiaro,1500,119,6,5,2,5,True,partly,central,D,1993.0,M3,120.0,2,4+4,"Large apartment, with elevator, near metro M3."
ML-2025-01628,26/10/2024,Bocconi,1050,56,2,1,1,1st,False,unfurnished,autonomous,G,1924.0,M3,310.0,3,3+2,"One-bedroom, in historic building, near metro M3."
ML-2025-01247,2025-02-23,Porta Romana,1850,95,4,3,1,3,False,unfurnished,autonomous,G,1927.0,M3,300.0,3,4+4,"Apartment, in historic building, near metro M3."
ML-2025-01157,2025-02-09,Porta Romana,2500,101,5,4,2,6,True,partly furnished,heat pump,,1991.0,M3,220.0,2,3+2,"Large apartment, with elevator, near metro M3."
ML-2025-00214,2024-12-23,Navigli,3550,153,5,4,2,4,True,unfurnished,CENTR.,E,,M2,310.0,3,3+2,"Large apartment, in historic building, with elevator, near metro M2."
ML-2025-00362,16 January 2025,Bicocca,2200,130,5,4,2,8,True,furnished,heat pump,F,1985.0,M5,180.0,2,4+4,
ML-2025-00087,2024-11-02,De Angeli,1000,58,3,2,1,3th,True,unfurnished,central,,1982.0,M1,110.0,1,temporary,"Two-bedroom, with elevator, near metro M1."
ML-2025-01550,29/01/2025,Bicocca,800,46,2,1,1,ground floor,True,furnished,central,D,2008.0,M5,230.0,1,student,"One-bedroom, with elevator, near metro M5."
ML-2025-01498,2024-11-24,Città Studi,650,41,2,1,1,1,False,unfurnished,central,F,,M2,320.0,1,temporary,"One-bedroom, in historic building, near metro M2."
ML-2025-00682,2025-02-12,Navigli,900,51,2,1,1,2,False,unfurnished,autonomous,F,1920.0,M2,180.0,3,4+4,
ML-2025-01232,2024-12-20,Navigli,1400,52,2,1,1,5,True,furnished,autonomous,F,1912.0,M2,180.0,3,4+4,"One-bedroom, in historic building, with elevator, near metro M2."
ML-2025-00145,2025-02-19,Isola,1050,46,2,1,1,3,True,partly furnished,Autonomous,C,2014.0,M5,130.0,3,4+4,
ML-2025-01851,2025-03-26,Isola,1300,47,2,1,1,5,True,partly furn.,autonomous,A2,2019.0,M5,230.0,1,student,"One-bedroom, recently built, with elevator, near metro M5."
ML-2025-00558,2025-02-09,Centro Storico,1300,47,3,2,1,2,False,furnished,autonomous,F,1951.0,M1,220.0,3,4+4,"Two-bedroom, near metro M1."
ML-2025-00513,2025-01-20,Corvetto,850,75,2,1,2,ground,False,unfurnished,heat pump,G,1920.0,M3,120.0,3,4+4,"One-bedroom, in historic building, near metro M3."
ML-2025-02393,01/25/2025,NoLo,1300,78,4,3,1,3th,True,furnished,centr.,,1957.0,M1,100.0,3,3+2,"Apartment, with elevator, near metro M1."
ML-2025-00920,2024-11-30,Porta Romana,600,28,1,1,1,4th,True,furnished,autonomous,F,1900.0,M3,180.0,2,4+4,"Studio, in historic building, with elevator, near metro M3."
ML-2025-00180,17/11/2024,Porta Romana,1650,68,3,2,1,first,False,furnished,autonomous,G,1958.0,M3,270.0,2,4+4,"Two-bedroom, near metro M3."
ML-2025-01910,2025-01-02,Porta Romana,1500,71,4,3,1,3th,True,furnished,autonomous,F,1985.0,M3,140.0,1,student,
ML-2025-01664,07/10/2024,Città Studi,950,45,3,2,1,4th,True,partly furnished,central,G,1963.0,M2,180.0,3,4+4,"Two-bedroom, with elevator, near metro M2."
ML-2025-01654,2024-12-24,Porta Garibaldi,2200,89,4,3,1,8th,True,unfurnished,central,E,2002.0,M5,250.0,2,3+2,"Apartment, with elevator, near metro M5."
ML-2025-00622,21/12/2024,NAVIGLI,3150,108,3,3,2,8,True,furnished,centr.,A4,2016.0,M2,,3,4+4,"Large apartment, recently built, with elevator, near metro M2."
ML-2025-01740,2024-12-29,NoLo,1600,119,5,4,2,1,False,partly furnished,autonomous,,1928.0,M2,80.0,1,temporary,"Large apartment, in historic building, near metro M2."
ML-2025-01502,2024-11-04,Città Studi,2200,100,4,3,2,5,True,partly furnished,autonomous,E,2002.0,M2,120.0,1,temporary,"Apartment, with elevator, near metro M2."
ML-2025-00349,03/06/2025,Tortona,1250,58,3,3,1,3,False,partly furnished,autonomous,F,1963.0,M2,140.0,2,3+2,"Two-bedroom, near metro M2."
ML-2025-02354,16/02/2025,Quarto Oggiaro,1100,99,5,4,1,4,True,furnished,central,F,1949.0,M3,220.0,3,4+4,"Apartment, in historic building, with elevator, near metro M3."
ML-2025-01766,2025-01-25,Porta Garibaldi,2300,102,5,4,1,8,True,unfurnished,autonomous,,1999.0,,180.0,3,4+4,"Large apartment, with elevator, near metro M5."
ML-2025-01130,13/11/2024,Navigli,1450,90,3,2,1,3,False,unfurnished,autonomous,G,1918.0,M2,170.0,2,3+2,"Two-bedroom, in historic building, near metro M2."
ML-2025-01503,2025-02-17,Centro Storico,1800,71,4,3,2,3,True,partly furnished,central,F,1977.0,M1,,3,4+4,"Apartment, with elevator, near metro M1."
ML-2025-00617,25/12/2024,Quadrilatero,9789,74,4,3,1,3th,False,partly,autonomous,F,1965.0,M1,130.0,3,3+2,"Prestigious penthouse with panoramic view, luxury finishes."
ML-2025-01451,2025-01-07,Città Studi,3500,147,4,3,2,5,True,partly furnished,autonomous,E,1968.0,M2,,3,4+4,"Large apartment, with elevator, near metro M2."
ML-2025-00934,2024-11-19,Bocconi,5750,250,5,4,2,first,False,partly furnished,heat pump,,1951.0,M3,230.0,2,4+4,"Large apartment, near metro M3."
ML-2025-00835,2025-01-08,Città Studi,1550,83,4,3,2,8,True,unfurnished,autonomous,,1985.0,M2,110.0,1,student,"Apartment, with elevator, near metro M2."
ML-2025-02493,06/03/2025,Affori,1350,110,5,4,2,4th,True,furnished,centr.,G,1956.0,M3,220.0,2,4+4,"Large apartment, with elevator, near metro M3."
ML-2025-00940,28/11/2024,Sempione,1100,56,4,3,1,2,False,furnished,heat pump,G,1961.0,M5,220.0,3,4+4,"Apartment, near metro M5."
ML-2025-02063,2024-12-04,Greco,800,50,1,1,1,4,True,furnished,autonomous,,1974.0,M1,300.0,3,3+2,"Apartment, with elevator, near metro M1."
ML-2025-01190,22 December 2024,Lambrate,1000,57,2,1,1,1st,True,partly furnished,autonomous,C,1990.0,M2,160.0,3,4+4,"One-bedroom, with elevator, near metro M2."
ML-2025-02468,2025-01-21,Zone Brera,1600,54,1,1,1,4,True,unfurnished,autonomous,G,1958.0,M2,110.0,1,student,"Apartment, with elevator, near metro M2."
ML-2025-01685,5 February 2025,Porta Romana,1750,73,3,2,2,first,True,unfurnished,Central,,1999.0,,210.0,1,temporary,"Two-bedroom, with elevator, near metro M3."
ML-2025-01841,2024-12-12,Tortona,800,40,2,1,1,5th,True,partly furnished,heat pump,B,2019.0,M2,210.0,2,4+4,"One-bedroom, recently built, with elevator, near metro M2."
ML-2025-01150,2025-03-03,Quarto Oggiaro,750,59,4,4,1,1st,False,furnished,central,E,1973.0,M3,280.0,2,4+4,"Apartment, near metro M3."
ML-2025-02272,31/03/2025,Tortona,€ 1800,81 sqm,5,4,2,4th,True,unfurnished,Autonomous,A4,2018.0,M2,,2,3+2,
ML-2025-00575,24 November 2024,Quarto Oggiaro,950,98,3,2,1,2th,True,furnished,central,,1971.0,M3,220.0,2,4+4,"Two-bedroom, with elevator, near metro M3."
ML-2025-00243,2025-03-05,Corvetto,700,45,2,1,1,1,True,furnished,heat pump,C,2007.0,M3,60.0,1,student,"One-bedroom, with elevator, near metro M3."
ML-2025-02014,2024-10-23,Porta Romana,1700,71,3,2,1,1,False,furnished,autonomous,F,,M3,170.0,1,student,"Two-bedroom, in historic building, near metro M3."
ML-2025-00982,2025-03-10,Affori,700,61,4,3,1,5,True,unfurnished,autonomous,C,2009.0,M3,180.0,3,3+2,"Apartment, with elevator, near metro M3."
ML-2025-01816,2024-12-21,Lorenteggio,550,40,2,1,1,4th,True,furnished,autonomous,,1945.0,,280.0,1,temporary,"One-bedroom, in historic building, with elevator."
ML-2025-00547,15 January 2025,Porta Venezia,750,38,1,1,1,3,True,unfurnished,autonomous,E,1929.0,M1,250.0,3,3+2,"Studio, in historic building, with elevator, near metro M1."
ML-2025-00591,2025-01-04,Porta Romana,3650,140,6,5,2,1,True,furnished,autonomous,A,2020.0,M3,100.0,3,4+4,"Large apartment, recently built, with elevator, near metro M3."
ML-2025-01756,19/11/2024,Greco,€ 2850,167 sqm,6,6,2,first,True,partly furnished,autonomous,E,1992.0,M1,,3,3+2,"Large apartment, with elevator, near metro M1."
ML-2025-00024,2025-02-16,Tortona,1750,81,4,3,2,4,True,PARTLY,heat pump,D,1999.0,M2,200.0,3,3+2,"Apartment, with elevator, near metro M2."
ML-2025-01452,2024-10-08,Bicocca,750,47,3,2,1,4th,True,unfurnished,AUTONOMOUS,E,1996.0,M5,170.0,2,4+4,"Two-bedroom, with elevator, near metro M5."
ML-2025-01098,2024-11-11,Magenta,1200,56,4,3,1,1st,False,Furnished,central,,,M2,110.0,3,3+2,"Apartment, in historic building, near metro M2."
ML-2025-01021,16/12/2024,Lambrate,1450,89,4,3,2,3,False,furnished,central,G,1947.0,M2,230.0,2,4+4,
ML-2025-02390,2025-03-15,Lambrate,1200,67,2,1,2,first,True,unfurnished,central,A,2008.0,M2,120.0,1,student,"One-bedroom, with elevator, near metro M2."
ML-2025-00979,2024-12-22,Città Studi,2000,99,4,3,1,3,False,partly furnished,central,F,1957.0,M2,250.0,1,temporary,"Apartment, near metro M2."
ML-2025-00914,2024-10-30,Zone NoLo,800,46,2,2,1,5th,True,unfurnished,autonomous,B,2017.0,M2,70.0,3,4+4,"One-bedroom, recently built, with elevator, near metro M2."
ML-2025-01784,25/01/2025,bicocca,1100,62,2,1,1,2th,True,furnished,autonomous,B,2017.0,M5,150.0,2,4+4,
ML-2025-01898,26/11/2024,Magenta,1750,61,4,3,1,6,True,furnished,autonomous,A2,2018.0,M2,60.0,1,temporary,"Apartment, recently built, with elevator, near metro M2."
ML-2025-01268,2025-01-24,Città Studi,1600,65,2,1,2,G,True,furnished,heat pump,C,2010.0,M2,70.0,1,student,"One-bedroom, with elevator, near metro M2."
ML-2025-00042,2025-03-16,CITTÀ STUDI,1300,58,3,2,1,2th,True,furnished,autonomous,B,2016.0,M2,210.0,3,4+4,"Two-bedroom, recently built, with elevator, near metro M2."
ML-2025-02111,2024-12-07,Porta Romana,800,36,1,1,1,1st,False,furnished,central,G,1932.0,M3,240.0,3,4+4,"Studio, in historic building, near metro M3."
ML-2025-01762,05/12/2024,Quarto Oggiaro,400,32,2,2,1,5,True,furnished,autonomous,F,1964.0,M3,130.0,1,temporary,"Studio, with elevator, near metro M3."
ML-2025-02501,25/01/2025,Bocconi,2500,102,4,3,2,8,True,Unfurnished,central,,1994.0,,170.0,3,4+4,"Large apartment, with elevator, near metro M3."
ML-2025-01912,2025-02-19,Baggio,400,36,1,1,1,4th,True,furnished,autonomous,,1989.0,,220.0,2,4+4,"Studio, with elevator."
ML-2025-00470,01/03/2025,Lorenteggio,600,44,1,1,1,2th,True,FURNISHED,heat pump,D,1992.0,,90.0,1,temporary,"Apartment, with elevator."
ML-2025-00353,2024-11-17,Bicocca,1600,87,4,3,2,7,True,partly furnished,autonomous,,1981.0,M5,150.0,2,4+4,"Apartment, with elevator, near metro M5."
